Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
0000016f-ca9a-3867-0000-000000000140,41ffe2b7-cf0a-3cfc-b9e8-f38eac27538f,Luise714 Leannon79,F,GENERAL PRACTICE,700 LAWN AVENUE,SELLERSVILLE,PA,18960,40.36054,-75.306872,1467
0000016f-ca9a-3867-0000-00000000014a,c7ac3f2f-b3ef-3f26-a57e-61a8e63d15e0,Shela13 Prosacco716,F,GENERAL PRACTICE,361 ALEXANDER SPRING ROAD,CARLISLE,PA,17015,40.199993,-77.204145,1863
0000016f-ca9a-3867-0000-000000000154,e96173ab-d1a6-3e5e-a224-b3335450478d,Darryl392 Wehner319,M,GENERAL PRACTICE,250 COLLEGE AVENUE,LANCASTER,PA,17604,40.042061,-76.30099,1651
0000016f-ca9a-3867-0000-00000000015e,732b19f1-44b8-306b-a3ab-876e9174e26c,Jonie421 Cremin516,F,GENERAL PRACTICE,105 NASON DRIVE,ROARING SPRING,PA,16673,40.334785,-78.395967,769
0000016f-ca9a-3867-0000-000000000168,fe803a6f-c717-36e8-a338-9b3cdb9ee724,Jen355 Anderson154,F,GENERAL PRACTICE,201 STATE STREET,ERIE,PA,16550,42.116594,-80.073503,464
0000016f-ca9a-3867-0000-000000000172,7c7037b9-183c-3433-a995-42364d2af32d,Ivan258 Reinger292,M,GENERAL PRACTICE,147 GETTYS STREET,GETTYSBURG,PA,17325,39.830597,-77.234147,3982
0000016f-ca9a-3867-0000-00000000017c,01edd5f1-4ebe-3866-9c96-ebecd6bbdea6,Gussie514 Parisian75,F,GENERAL PRACTICE,FOURTH AND WALNUT STREETS,LEBANON,PA,17042,40.343495,-76.44674599999998,1889
0000016f-ca9a-3867-0000-000000000186,fa6006c2-c562-3278-859b-96b266fc3ea1,Jermaine675 Lowe577,M,GENERAL PRACTICE,409 SOUTH SECOND STREET,HARRISBURG,PA,17105,40.275891,-76.88502,1587
0000016f-ca9a-3867-0000-000000000190,b18e4de6-213f-3871-9ec5-24172725cb12,Ed239 Treutel973,M,GENERAL PRACTICE,1500 HIGHLANDS DRIVE,LITITZ,PA,17543,40.153747,-76.304338,875
0000016f-ca9a-3867-0000-00000000019a,b1fc56db-2382-3016-8c41-fed41b987595,Brittny484 Streich926,F,GENERAL PRACTICE,501 BATH ROAD,BRISTOL,PA,19007,40.123638,-74.867385,1270
0000016f-ca9a-3867-0000-0000000001a4,99bd477d-9f12-3791-93b9-edac03d45a16,Sherly665 Green467,F,GENERAL PRACTICE,24 CREE DRIVE,LOCK HAVEN,PA,17745,41.136807,-77.452337,906
0000016f-ca9a-3867-0000-0000000001ae,c5c00046-5342-3285-86ea-c89892c98183,Petra678 Barrows492,F,GENERAL PRACTICE,701 EAST 16TH STREET,BERWICK,PA,18603,41.05499,-76.25101,1112
0000016f-ca9a-3867-0000-0000000001b8,3fc3e351-bddf-354f-8bb5-1ef2abdfa5bc,Hugh686 Larson43,M,GENERAL PRACTICE,620 HOWARD AVENUE,ALTOONA,PA,16601,40.50819,-78.401306,1090
0000016f-ca9a-3867-0000-0000000001c2,da98fbf3-87f2-3592-94e8-5b85348a0711,Evan94 Borer986,M,GENERAL PRACTICE,201 REECEVILLE ROAD,COATESVILLE,PA,19320,39.971712,-75.811829,1009
0000016f-ca9a-3867-0000-0000000001cc,a2703e11-1758-3ded-a777-1fddaa71deab,Pat3 Stracke611,M,GENERAL PRACTICE,ONE GUTHRIE SQUARE,SAYRE,PA,18840,41.985801,-76.520374,909
0000016f-ca9a-3867-0000-0000000001d6,e9d7a929-3b7f-3065-884b-726b76258e82,Ned189 Wisoky380,M,GENERAL PRACTICE,7600 CENTRAL AVENUE,PHILADELPHIA,PA,19111,40.009376,-75.133346,400
0000016f-ca9a-3867-0000-0000000001e0,031dc37f-ebac-3924-9872-29d56127dbc2,Barbara209 Koch169,F,GENERAL PRACTICE,501 NORTH LANSDOWNE AVE,DREXEL HILL,PA,19026,39.949501,-75.30388,2047
0000016f-ca9a-3867-0000-0000000001ea,22d71780-5a0c-3b0a-82f8-3b6638a2bf37,Duane703 King743,M,GENERAL PRACTICE,350 NORTH 11TH STREET,SUNBURY,PA,17801,40.861406,-76.786675,586
0000016f-ca9a-3867-0000-0000000001f4,f61de4b2-6900-3da0-b240-5c879cbe9e9b,Lino542 Kovacek682,M,GENERAL PRACTICE,100 HOSPITAL AVENUE,DUBOIS,PA,15801,41.223175,-77.037947,326
0000016f-ca9a-3867-0000-0000000001fe,0bf225c2-cac0-3698-9d2d-e11904164a07,Garfield38 Balistreri607,M,GENERAL PRACTICE,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,40.439753,-79.97659200000002,207
0000016f-ca9a-3867-0000-000000000208,2839d82e-8198-322d-a952-19e9bb65f63f,Bettina657 Goyette777,F,GENERAL PRACTICE,100 FAIRFIELD DRIVE,SENECA,PA,16346,41.376952,-79.707348,414
0000016f-ca9a-3867-0000-000000000212,a0ea112b-d411-3b8f-b3ad-d429ea33e46b,Noemi984 Boyle917,F,GENERAL PRACTICE,ONE HOSPITAL DRIVE,CLARION,PA,16214,41.191569,-79.301823,100
0000016f-ca9a-3867-0000-00000000021c,01246f59-4963-3c93-abf8-142e68af9e44,Sherryl893 Hansen121,F,GENERAL PRACTICE,2500 BERNVILLE ROAD,READING,PA,19605,40.33922000000001,-75.926277,1422
0000016f-ca9a-3867-0000-000000000226,682744b0-f22a-3eb6-b2c8-2c256311c662,Bev675 Cartwright189,F,GENERAL PRACTICE,1648 HUNTINGDON PIKE,MEADOWBROOK,PA,19046,40.182544,-75.138657,2388
0000016f-ca9a-3867-0000-000000000230,de375701-1e22-33e8-928a-7c3723d93206,Flora200 Jacobs452,F,GENERAL PRACTICE,555 NORTH DUKE STREET,LANCASTER,PA,17604,40.042061,-76.30099,1317
0000016f-ca9a-3867-0000-00000000023a,1d261909-da76-346e-bf28-914d0e24a9a2,Leroy603 Borer986,M,GENERAL PRACTICE,325 SOUTH BELMONT STREET,YORK,PA,17403,39.964798,-76.73184,1343
0000016f-ca9a-3867-0000-000000000244,4e3d44c5-f246-30a7-851d-4bb80d2765dc,Berry486 Conn188,M,GENERAL PRACTICE,815 FREEPORT ROAD,PITTSBURGH,PA,15215,40.439753,-79.97659200000002,530
0000016f-ca9a-3867-0000-00000000024e,d252887d-d6b8-3dd7-9b4a-c08d0668076c,Maryalice613 Christiansen251,F,GENERAL PRACTICE,4372 ROUTE 6,KANE,PA,16735,41.66300800000001,-78.809016,706
0000016f-ca9a-3867-0000-000000000258,d5666558-ff09-3e4e-9b08-97c2f8bc6a7c,Octavio643 Medina536,M,GENERAL PRACTICE,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,40.439753,-79.97659200000002,379
0000016f-ca9a-3867-0000-000000000262,cf6b585c-2368-3d66-a6e6-3663d3cfb1b3,Ramiro608 Gálvez271,M,GENERAL PRACTICE,1086 FRANKLIN STREET,JOHNSTOWN,PA,15905,40.262608,-78.829654,1666
0000016f-ca9a-3867-0000-00000000026c,27c70cad-0e56-3ec9-ba2f-0f913b90247a,Delena885 Greenholt190,F,GENERAL PRACTICE,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,40.009376,-75.133346,660
0000016f-ca9a-3867-0000-000000000276,4bb811d7-624f-3656-bb24-7c849213a005,Jinny850 Gleason633,F,GENERAL PRACTICE,600 SOMERSET AVENUE,WINDBER,PA,15963,40.235525,-78.824683,1188
0000016f-ca9a-3867-0000-000000000280,2976e9af-732a-307c-83e9-5ea9d4e09a0c,Shelley12 Cassin499,F,GENERAL PRACTICE,751 LIBERTY STREET,MEADVILLE,PA,16335,41.64787800000001,-80.147438,1047
0000016f-ca9a-3867-0000-00000000028a,efffb5a9-5826-36d6-978c-378f94e165fe,Corrie32 Dicki44,F,GENERAL PRACTICE,300 HALKET STREET,PITTSBURGH,PA,15213,40.439753,-79.97659200000002,341
0000016f-ca9a-3867-0000-000000000294,1d119c42-60d9-36a1-839f-f830cad78a2e,Hipolito984 Ferry570,M,GENERAL PRACTICE,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,40.009376,-75.133346,450
0000016f-ca9a-3867-0000-00000000029e,f6835c0b-561b-3c89-a0a4-f4d400a3d36c,Denisha680 Hermiston71,F,GENERAL PRACTICE,2701 DEKALB PIKE,NORRISTOWN,PA,19401,40.122076,-75.33986999999998,158
0000016f-ca9a-3867-0000-0000000002a8,f0d1e0ac-7bf7-30a5-a7b0-26dfc5aecbe1,Damien170 Feest103,M,GENERAL PRACTICE,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,40.010867,-78.355903,739
0000016f-ca9a-3867-0000-0000000002b2,228b219b-47a7-359d-aef6-6f2626bbba45,Carey440 Hoppe518,F,GENERAL PRACTICE,116 INTERSTATE PARKWAY,BRADFORD,PA,16701,39.963663,-75.64667,2060
0000016f-ca9a-3867-0000-0000000002bc,319b21b3-43c0-391f-a7b8-b1a05ff010fa,Nathalie366 Monahan736,F,GENERAL PRACTICE,700 QUINCY AVENUE,SCRANTON,PA,18510,41.404178,-75.665908,1568
0000016f-ca9a-3867-0000-0000000002c6,91f67258-1343-3fb3-9378-2250c02fd198,Jani266 Satterfield305,F,GENERAL PRACTICE,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD,POTTSTOWN,PA,19464,40.23565900000001,-75.66272,3665
0000016f-ca9a-3867-0000-0000000002d0,34cdfa6c-20c1-3d70-9657-5b250b7488fb,Maranda920 Kub800,F,GENERAL PRACTICE,601 PARK STREET,HONESDALE,PA,18431,41.57571,-75.25076899999998,771
0000016f-ca9a-3867-0000-0000000002da,b66e038f-1628-3ac8-8272-d8dda1acb2d7,Alleen813 McDermott739,F,GENERAL PRACTICE,140 NUTT ROAD,PHOENIXVILLE,PA,19460,40.135361,-75.522062,705
0000016f-ca9a-3867-0000-0000000002e4,5f9bd9db-ccc3-3029-bfcd-7a6a4a333687,Anibal473 Hettinger594,M,GENERAL PRACTICE,290 HAIDA AVENUE,HASTINGS,PA,16646,40.664735,-78.709423,459
0000016f-ca9a-3867-0000-0000000002ee,5983439d-ccdc-365b-9292-3e6a392c565f,Williemae619 Bailey598,F,GENERAL PRACTICE,1200 SOUTH CEDAR CREST BOULVARD,ALLENTOWN,PA,18105,40.593966,-75.47815899999998,1540
0000016f-ca9a-3867-0000-0000000002f8,65d8e776-921d-3eac-9b9f-ca9a0f7d283d,Suzie388 Mueller846,F,GENERAL PRACTICE,575 NORTH RIVER STREET,WILKES-BARRE,PA,18764,41.246561,-75.87568900000002,820
0000016f-ca9a-3867-0000-000000000302,d7572f57-d94b-32b1-bbc9-fe030acf7072,Hassan290 Hoppe518,M,GENERAL PRACTICE,501 EAST MAIN ST,WAYNESBORO,PA,17268,39.752455,-77.582189,620
0000016f-ca9a-3867-0000-00000000030c,c379d77c-0781-34a7-a519-ac996bdebf69,Wendi133 Heaney114,F,GENERAL PRACTICE,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,40.022709000000006,-75.315651,1714
0000016f-ca9a-3867-0000-000000000316,78cd7c69-0354-344c-bd4c-9854d847ef75,Lily490 Blanda868,F,GENERAL PRACTICE,5501 OLD YORK ROAD,PHILADELPHIA,PA,19141,40.009376,-75.133346,723
0000016f-ca9a-3867-0000-000000000320,df4ee970-0dad-3516-99d2-9bf1ac5fd3b5,Matthew562 Cummerata161,M,GENERAL PRACTICE,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,40.291869,-79.547813,2244
0000016f-ca9a-3867-0000-00000000032a,11700e8c-3495-3fba-b76d-e6338e400470,Tad831 Carroll471,M,GENERAL PRACTICE,TWO CRESCENT PARK WEST,WARREN,PA,16365,41.842916,-79.143865,1436
0000016f-ca9a-3867-0000-000000000334,6e2f47a7-86e5-30de-84d5-c2c84d9a8c40,Cyrus914 Harris789,M,GENERAL PRACTICE,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,15063,40.191166,-79.922476,547
0000016f-ca9a-3867-0000-00000000033e,0a61b7ae-2827-3d5b-b86f-3ee7465593f0,Jackson413 Lynch190,M,GENERAL PRACTICE,350 BONAR AVENUE,WAYNESBURG,PA,15370,39.898294,-80.185582,1283
0000016f-ca9a-3867-0000-000000000348,3170dff5-a3f6-3c52-9a6a-a455be37bbb4,Bradley693 Dibbert990,M,GENERAL PRACTICE,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201,39.931433,-77.655642,794
0000016f-ca9a-3867-0000-000000000352,fb37c581-84a6-3513-9b1e-1d55e67e887a,Fernando603 Toro760,M,GENERAL PRACTICE,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,40.042016,-75.49029399999998,1219
0000016f-ca9a-3867-0000-00000000035c,9a7b4265-f732-3fe2-bd35-92147b1440c3,Wes853 McClure239,M,GENERAL PRACTICE,LANSDOWNE & BAILY RDS,DARBY,PA,19023,39.949012,-75.289115,2631
0000016f-ca9a-3867-0000-000000000366,48d82342-7df0-3db5-9968-4b284e6381b0,Claude750 Wilkinson796,M,GENERAL PRACTICE,25 HECKEL ROAD,MCKEES ROCKS,PA,15136,40.469019,-80.063328,2035
0000016f-ca9a-3867-0000-000000000370,4528c10d-dd80-320b-9d54-af90d840905d,Carline928 Stokes453,F,GENERAL PRACTICE,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,40.264246,-80.186777,1484
0000016f-ca9a-3867-0000-00000000037a,648f23df-0ba5-3cc0-b06e-1f81e16128d3,Verna758 Vandervort697,F,GENERAL PRACTICE,250 SOUTH 21ST STREET,EASTON,PA,18042,40.678363,-75.236092,574
0000016f-ca9a-3867-0000-000000000384,0a0f2b0a-db5d-3585-aa2b-6cf5c34e8341,Kenton313 Schmitt836,M,GENERAL PRACTICE,ONE NOLTE DRIVE,KITTANNING,PA,16201,40.8287,-79.518688,436
0000016f-ca9a-3867-0000-00000000038e,67a257e7-2caa-3ee3-bf31-4a9c12a0ddc1,Burl285 Berge125,M,GENERAL PRACTICE,200 LOTHROP STREET,PITTSBURGH,PA,15213,40.439753,-79.97659200000002,273
0000016f-ca9a-3867-0000-000000000398,ed8c7dcd-b7a3-3660-af8e-84f05dd65b07,Stormy472 Schoen8,F,GENERAL PRACTICE,ONE HOSPITAL WAY,BUTLER,PA,16001,40.878838,-79.847256,604
0000016f-ca9a-3867-0000-0000000003a2,469144cf-693a-3881-be89-6c81ecbdcf45,Barry322 McClure239,M,GENERAL PRACTICE,835 HOSPITAL ROAD,INDIANA,PA,15701,40.621954,-79.155283,566
0000016f-ca9a-3867-0000-0000000003ac,04c62219-faf8-3231-b399-782c9122f35c,Willie882 Hirthe744,F,GENERAL PRACTICE,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,40.009376,-75.133346,611
0000016f-ca9a-3867-0000-0000000003b6,af4f9a5a-4378-3fe9-83c5-efe8ceff5adf,Elias404 Kovacek682,M,GENERAL PRACTICE,110 NORTH MAIN STREET,GREENVILLE,PA,16125,40.405711,-75.50614,1475
0000016f-ca9a-3867-0000-0000000003c0,82c32dc7-5c23-3479-b922-710968bcb526,Effie9 Jaskolski867,F,GENERAL PRACTICE,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,39.95988300000001,-75.60542199999998,2544
0000016f-ca9a-3867-0000-0000000003ca,cbb46377-a5d9-39e7-9788-7a9fffcf7796,Alex454 Greenholt190,M,GENERAL PRACTICE,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,39.856204,-75.379646,1451
0000016f-ca9a-3867-0000-0000000003d4,0f7f96ae-e6fe-333f-8eaa-f351d7c26412,Dewitt635 Weissnat378,M,GENERAL PRACTICE,360 W RUDDLE STREET,COALDALE,PA,18218,40.81974,-75.916102,122
0000016f-ca9a-3867-0000-0000000003de,ea4861c0-9322-3dfa-8381-37e4773cd107,Nana422 Bosco882,F,GENERAL PRACTICE,401 EAST MURPHY AVENUE,CONNELLSVILLE,PA,15425,39.992517,-79.575415,3054
0000016f-ca9a-3867-0000-0000000003e8,ce340ee9-dbc7-344a-bab8-f246e45037c9,Bob965 Feil794,M,GENERAL PRACTICE,700 EAST BROAD STREET,HAZLETON,PA,18201,40.969899,-76.013052,1579
0000016f-ca9a-3867-0000-0000000003f2,3dd30e6c-0f21-3b87-b6b3-3c0c184bacbe,Charles364 Rutherford999,M,GENERAL PRACTICE,5950 STATE ROUTE 6 WEST,TUNKHANNOCK,PA,18657,41.54108400000001,-75.949058,360
0000016f-ca9a-3867-0000-0000000003fc,de8f68a2-8e0f-3f26-87de-4f6e165c0294,Thaddeus38 Blick895,M,GENERAL PRACTICE,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,40.827662,-75.71654699999998,37
0000016f-ca9a-3867-0000-000000000406,fc63d100-1b79-3246-bb97-d770c4bcf7e4,Ivette731 Crona259,F,GENERAL PRACTICE,100 LANCASTER AVE,WYNNEWOOD,PA,19096,40.10321,-75.151772,3677
0000016f-ca9a-3867-0000-000000000410,a4263907-4542-34db-a0fd-8906b50fa605,Isaac321 Reinger292,M,GENERAL PRACTICE,421 CHEW STREET,ALLENTOWN,PA,18102,40.593966,-75.47815899999998,1146
0000016f-ca9a-3867-0000-00000000041a,2bec8d89-7598-3cdf-9d93-9951378144d3,Evelyne208 Bogan287,F,GENERAL PRACTICE,5515 PEACH STREET,ERIE,PA,16509,42.116594,-80.073503,1352
0000016f-ca9a-3867-0000-000000000424,f21e913e-bf44-3fe8-8d85-fa67d7f6e04b,Gordon377 Jakubowski832,M,GENERAL PRACTICE,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,40.943745,-78.974766,257
0000016f-ca9a-3867-0000-00000000042e,57c7636e-7ab3-3eed-b492-2f0c1c160b33,Constance642 Hamill307,F,GENERAL PRACTICE,206 EAST BROWN STREET,EAST STROUDSBURG,PA,18301,41.004378,-75.175111,1132
0000016f-ca9a-3867-0000-000000000438,7f23eb12-4a01-38c7-992b-f9ebf07902b7,Mario764 Wilkinson796,M,GENERAL PRACTICE,595 WEST STATE ST,DOYLESTOWN,PA,18901,40.297716,-75.140447,1521
0000016f-ca9a-3867-0000-000000000442,01e2510f-374b-30e0-a7a7-169730f7e3ad,James276 Beier427,F,GENERAL PRACTICE,2601 HOLME AVE,PHILADELPHIA,PA,19152,40.009376,-75.133346,456
0000016f-ca9a-3867-0000-00000000044c,4597ef22-9240-31d0-aa44-32f02ea0f56f,Jeanine128 Strosin214,F,GENERAL PRACTICE,740 EAST STATE STREET,SHARON,PA,16146,39.90743300000001,-75.267787,3533
0000016f-ca9a-3867-0000-000000000456,1999d050-8e25-3dd2-8aa1-47bd55964b8b,Abraham100 Larkin917,M,GENERAL PRACTICE,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,40.150932,-79.543363,690
0000016f-ca9a-3867-0000-000000000460,007f5a9e-747b-3446-9545-d9864d38316d,Rosalie939 Keeling57,F,GENERAL PRACTICE,ONE MELLON WAY,LATROBE,PA,15650,40.312434,-79.38259599999998,1100
0000016f-ca9a-3867-0000-00000000046a,3000fa4f-4a55-3be0-b5a9-457813378b06,Ileana390 Koepp521,F,GENERAL PRACTICE,1015 WEST BALTIMORE PIKE,WEST GROVE,PA,19390,39.820187,-75.82851600000002,973
0000016f-ca9a-3867-0000-000000000474,084b1ee7-63fb-331c-8bf9-0a4261ae592c,Claretta294 Sipes176,F,GENERAL PRACTICE,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,39.91999600000001,-75.38802199999998,977
0000016f-ca9a-3867-0000-00000000047e,1b87b502-caf4-333d-aa92-7a6ffda83b1a,Destiny774 Kulas532,F,GENERAL PRACTICE,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,40.009376,-75.133346,526
0000016f-ca9a-3867-0000-000000000488,2411ade5-561c-37ce-81bb-8dfde55d9df2,Shirly501 Walter473,F,GENERAL PRACTICE,169 MARTIN AVENUE,EPHRATA,PA,17522,40.162507,-76.199616,1770
